-6.25000000e-02  1.76449524e+00 -6.25000000e-02  1.03550395e+00 -6.25000000e-02  7.28991290e-01 
-6.00000000e-02  1.75554459e+00 -6.00000000e-02  1.04445461e+00 -6.00000000e-02  7.11089979e-01 
-5.75000000e-02  1.74581873e+00 -5.75000000e-02  1.05418048e+00 -5.75000000e-02  6.91638250e-01 
-5.50000000e-02  1.73537116e+00 -5.50000000e-02  1.06462806e+00 -5.50000000e-02  6.70743101e-01 
-5.25000000e-02  1.72425150e+00 -5.25000000e-02  1.07574773e+00 -5.25000000e-02  6.48503766e-01 
-5.00000000e-02  1.71250599e+00 -5.00000000e-02  1.08749325e+00 -5.00000000e-02  6.25012743e-01 
-4.75000000e-02  1.70017796e+00 -4.75000000e-02  1.09982130e+00 -4.75000000e-02  6.00356660e-01 
-4.50000000e-02  1.68730814e+00 -4.50000000e-02  1.11269113e+00 -4.50000000e-02  5.74617007e-01 
-4.25000000e-02  1.67393502e+00 -4.25000000e-02  1.12606426e+00 -4.25000000e-02  5.47870757e-01 
-4.00000000e-02  1.66009510e+00 -4.00000000e-02  1.13990419e+00 -4.00000000e-02  5.20190909e-01 
-3.75000000e-02  1.64582312e+00 -3.75000000e-02  1.15417617e+00 -3.75000000e-02  4.91646947e-01 
-3.50000000e-02  1.63115228e+00 -3.50000000e-02  1.16884702e+00 -3.50000000e-02  4.62305253e-01 
-3.25000000e-02  1.61611438e+00 -3.25000000e-02  1.18388493e+00 -3.25000000e-02  4.32229454e-01 
-3.00000000e-02  1.60074003e+00 -3.00000000e-02  1.19925928e+00 -3.00000000e-02  4.01480749e-01 
-2.75000000e-02  1.58505875e+00 -2.75000000e-02  1.21494057e+00 -2.75000000e-02  3.70118180e-01 
-2.50000000e-02  1.56909910e+00 -2.50000000e-02  1.23090022e+00 -2.50000000e-02  3.38198887e-01 
-2.25000000e-02  1.55288883e+00 -2.25000000e-02  1.24711049e+00 -2.25000000e-02  3.05778338e-01 
-2.00000000e-02  1.53645493e+00 -2.00000000e-02  1.26354440e+00 -2.00000000e-02  2.72910530e-01 
-1.75000000e-02  1.51982376e+00 -1.75000000e-02  1.28017558e+00 -1.75000000e-02  2.39648183e-01 
-1.50000000e-02  1.50302112e+00 -1.50000000e-02  1.29697821e+00 -1.50000000e-02  2.06042911e-01 
-1.25000000e-02  1.48607236e+00 -1.25000000e-02  1.31392698e+00 -1.25000000e-02  1.72145386e-01 
-1.00000000e-02  1.46900242e+00 -1.00000000e-02  1.33099693e+00 -1.00000000e-02  1.38005489e-01 
